temperature,humidity,soil_moisture,rain,season_encoded,variety
28.3,70.7,42.2,1,1,Red Rice
30.9,84.3,39.2,1,0,Samba_BG300
30.8,84.3,66.0,1,1,Samba_BG352
30.0,85.6,59.5,0,1,Samba_BG352
27.8,75.5,59.4,1,0,Samba_BG300
27.3,79.3,51.9,0,0,Samba_BG300
30.9,78.9,16.9,0,0,Red Rice
34.8,76.6,15.3,0,1,Red Rice
33.2,61.5,49.9,1,1,Red Rice
31.0,82.9,22.3,1,1,Red Rice
30.8,85.6,39.2,1,0,Samba_BG300
35.0,84.5,71.6,1,0,Samba_BG300
34.1,60.7,35.3,0,0,Samba_BG300
33.3,70.6,87.3,1,1,Nadu_BG360
31.8,70.8,39.6,1,0,Samba_BG300
26.2,80.5,87.5,1,1,Keeri Samba
28.4,77.7,23.0,1,0,Red Rice
26.1,64.0,85.3,1,1,Keeri Samba
29.1,73.6,62.8,1,1,White Rice
25.6,88.5,85.2,1,1,Keeri Samba
26.5,76.7,58.1,1,1,Samba_BG352
28.4,64.4,41.3,0,0,Samba_BG300
31.2,84.4,27.2,0,1,Red Rice
33.7,80.2,37.6,1,1,Samba_BG300
30.3,83.7,57.4,0,1,White Rice
33.8,79.5,79.6,1,0,Samba_BG300
25.8,92.9,70.4,1,1,Nadu_BG366
25.8,76.7,60.4,1,1,White Rice
27.8,92.9,19.9,1,0,Red Rice
28.3,73.8,58.3,1,0,Samba_BG300
30.2,80.3,84.9,1,0,Samba_BG300
26.5,87.5,59.4,1,1,Samba_BG352
25.1,67.9,55.4,1,1,White Rice
25.2,64.1,20.2,0,1,Red Rice
28.8,67.6,45.4,0,1,Red Rice
29.4,67.0,31.2,1,1,Samba_BG300
30.5,88.9,60.5,1,0,Samba_BG300
25.1,68.7,79.3,0,1,Nadu_BG360
31.3,80.0,24.8,0,0,Red Rice
32.9,69.9,77.0,1,1,Nadu_BG360
31.3,60.4,21.4,1,0,Red Rice
28.9,61.8,41.8,1,0,Samba_BG300
33.8,69.5,25.5,1,0,Red Rice
25.6,62.5,55.9,1,1,Samba_BG352
30.6,93.6,13.9,0,1,Red Rice
33.2,91.6,52.0,1,1,Samba_BG352
30.9,75.9,46.1,1,0,Samba_BG300
26.3,64.3,51.5,0,0,Samba_BG300
25.6,84.2,68.3,0,1,Samba_BG352
25.9,70.0,63.8,0,1,Samba_BG352
28.3,86.8,43.1,1,1,Red Rice
28.4,66.2,17.9,1,1,Red Rice
30.5,93.7,19.2,1,0,Red Rice
26.0,66.3,73.8,1,0,Samba_BG300
26.1,71.6,72.5,1,0,Samba_BG300
28.5,87.4,89.4,0,1,Nadu_BG366
33.3,67.9,41.9,1,0,Samba_BG300
31.1,60.6,25.6,1,1,Red Rice
29.2,80.2,76.6,1,0,Samba_BG300
26.8,93.5,81.2,1,1,Nadu_BG366
29.0,78.2,89.7,0,1,Nadu_BG360
29.0,64.7,22.7,1,0,Red Rice
29.3,64.5,42.7,1,0,Samba_BG300
31.7,76.9,43.5,1,0,Samba_BG300
28.5,68.5,62.5,0,0,Samba_BG300
30.7,67.4,69.4,0,1,Samba_BG352
32.8,79.7,30.9,1,0,Samba_BG300
29.1,66.9,51.1,0,0,Samba_BG300
26.3,69.1,43.5,1,0,Samba_BG300
26.8,71.2,43.2,1,0,Samba_BG300
32.3,60.8,56.8,1,0,Samba_BG300
30.7,62.1,12.5,1,1,Red Rice
29.1,78.2,81.7,0,0,Samba_BG300
29.9,64.3,57.0,1,0,Samba_BG300
33.1,75.0,70.0,1,0,Samba_BG300
28.3,65.8,24.5,1,1,Red Rice
28.1,79.4,57.0,1,1,Samba_BG352
25.8,63.1,23.7,1,1,Red Rice
30.8,60.5,38.8,1,1,Samba_BG300
31.5,83.4,73.9,1,1,Nadu_BG360
26.5,91.0,46.7,1,1,Red Rice
33.9,88.6,11.5,1,0,Red Rice
27.9,90.8,13.9,0,0,Red Rice
26.4,60.0,82.3,0,1,Keeri Samba
31.7,68.4,70.6,1,1,Nadu_BG366
29.1,67.3,88.1,1,0,Samba_BG300
28.9,73.1,80.9,0,0,Samba_BG300
34.7,73.8,20.5,1,0,Red Rice
29.3,82.1,68.1,1,0,Samba_BG300
29.3,82.6,69.6,0,0,Samba_BG300
25.1,78.3,83.7,1,0,Samba_BG300
28.7,86.3,81.8,1,0,Samba_BG300
31.6,82.5,12.0,1,1,Red Rice
29.9,63.8,29.9,1,1,Red Rice
29.9,79.1,84.1,1,1,Nadu_BG366
27.7,91.9,17.8,1,1,Red Rice
28.3,77.5,61.7,1,0,Samba_BG300
28.1,62.2,24.2,0,0,Red Rice
34.5,71.5,63.0,1,1,Samba_BG352
34.5,71.0,78.7,0,0,Samba_BG300
31.0,62.9,61.7,1,0,Samba_BG300
26.7,61.9,67.4,1,1,Samba_BG352
28.8,65.9,76.9,1,1,Nadu_BG360
32.2,77.9,58.3,1,0,Samba_BG300
34.8,92.6,84.7,1,1,Nadu_BG360
32.1,92.3,21.4,1,1,Red Rice
26.1,74.3,80.9,0,1,Nadu_BG360
31.8,82.1,31.6,0,0,Samba_BG300
33.6,64.6,88.2,1,1,Nadu_BG360
34.1,67.8,14.5,0,1,Red Rice
28.4,78.2,45.3,1,0,Samba_BG300
26.2,74.6,15.1,1,1,Red Rice
25.7,83.2,57.6,1,0,Samba_BG300
29.1,88.6,81.6,1,1,Keeri Samba
26.4,69.7,13.7,1,0,Red Rice
28.2,80.9,89.7,1,1,Nadu_BG360
25.5,67.1,43.5,0,0,Samba_BG300
30.5,78.0,32.5,1,0,Samba_BG300
26.2,62.4,67.9,1,0,Samba_BG300
32.1,70.8,29.4,0,0,Red Rice
31.2,85.2,18.8,0,1,Red Rice
26.1,68.1,70.0,0,0,Samba_BG300
28.9,88.1,37.3,1,0,Samba_BG300
33.2,90.7,71.9,1,1,Nadu_BG360
30.3,61.3,74.6,1,0,Samba_BG300
32.5,68.7,53.1,1,1,White Rice
26.0,84.7,37.6,0,1,Red Rice
34.5,64.3,11.5,1,0,Red Rice
25.0,70.8,29.3,0,0,Red Rice
26.8,75.0,14.9,0,1,Red Rice
28.8,90.7,82.4,1,0,Samba_BG300
30.4,89.4,37.1,1,1,Samba_BG300
28.0,71.2,23.1,1,1,Red Rice
32.2,69.9,36.1,0,1,Red Rice
26.9,88.7,53.6,0,0,Samba_BG300
29.8,85.8,21.1,1,1,Red Rice
25.1,77.9,71.6,1,0,Samba_BG300
25.1,88.1,88.5,1,1,Nadu_BG360
33.8,93.3,70.4,1,1,Nadu_BG360
32.0,66.8,45.8,1,1,Red Rice
32.4,82.6,22.5,1,1,Red Rice
32.9,67.7,24.9,1,0,Red Rice
34.6,93.4,38.2,0,0,Samba_BG300
33.5,64.1,66.5,1,1,Samba_BG352
30.1,81.7,48.2,1,0,Samba_BG300
31.3,66.7,21.7,1,0,Red Rice
32.5,88.9,65.7,1,0,Samba_BG300
28.3,71.0,60.9,1,0,Samba_BG300
33.2,84.1,54.2,0,0,Samba_BG300
27.0,68.3,34.0,1,1,Samba_BG300
30.9,78.4,70.7,1,1,Nadu_BG366
29.7,76.5,40.3,1,0,Samba_BG300
28.4,83.9,12.0,1,0,Red Rice
33.5,85.4,38.8,0,0,Samba_BG300
25.8,65.2,33.8,0,0,Samba_BG300
33.5,73.9,29.6,1,1,Red Rice
34.3,65.7,87.3,0,0,Samba_BG300
27.4,75.5,32.6,0,0,Samba_BG300
27.0,65.8,83.3,1,0,Samba_BG300
33.9,64.0,10.3,1,1,Red Rice
31.0,90.8,14.0,0,0,Red Rice
27.2,90.5,17.0,1,1,Red Rice
28.4,93.7,45.6,1,1,Red Rice
34.2,79.4,33.9,1,1,Samba_BG300
28.4,75.2,77.9,1,1,Keeri Samba
31.0,71.9,53.6,0,1,White Rice
29.5,60.7,15.0,1,1,Red Rice
32.5,72.5,60.8,0,0,Samba_BG300
27.2,63.9,57.7,1,0,Samba_BG300
29.8,67.6,87.4,1,0,Samba_BG300
31.1,88.2,34.0,1,0,Samba_BG300
32.1,68.8,45.7,0,1,Red Rice
29.3,61.9,11.8,1,0,Red Rice
31.6,89.4,54.1,0,0,Samba_BG300
34.4,77.2,66.1,1,1,White Rice
28.1,92.8,51.3,1,1,White Rice
26.1,89.5,59.1,1,1,Samba_BG352
30.6,80.4,26.6,1,0,Red Rice
32.8,89.7,24.5,1,1,Red Rice
32.4,87.6,19.5,0,1,Red Rice
27.1,61.5,35.8,1,1,Samba_BG300
34.3,85.9,34.5,0,1,Red Rice
34.3,78.5,30.7,0,1,Red Rice
26.0,87.7,74.9,1,0,Samba_BG300
31.0,65.8,40.4,1,1,Red Rice
30.8,64.3,19.7,1,1,Red Rice
26.9,83.3,59.9,1,0,Samba_BG300
29.1,69.8,20.9,1,0,Red Rice
33.1,66.5,16.8,1,1,Red Rice
33.6,86.2,74.4,0,1,Nadu_BG360
33.9,73.6,33.0,1,1,Samba_BG300
25.4,76.6,36.9,1,1,Samba_BG300
25.5,81.8,15.0,1,1,Red Rice
34.7,78.1,59.1,0,1,Samba_BG352
29.3,62.6,18.5,1,1,Red Rice
26.1,68.9,76.2,1,1,Nadu_BG366
29.7,87.7,42.2,1,0,Samba_BG300
26.2,61.6,45.0,1,1,Red Rice
26.0,73.8,59.3,1,0,Samba_BG300
30.7,71.6,35.2,0,1,Red Rice
27.3,74.1,89.5,1,1,Keeri Samba
31.0,84.5,32.8,1,0,Samba_BG300
27.9,67.1,31.2,0,1,Red Rice
34.2,62.0,48.9,1,0,Samba_BG300
26.6,62.2,35.4,0,1,Red Rice
30.6,78.0,18.0,0,1,Red Rice
30.3,90.1,65.6,0,0,Samba_BG300
34.3,80.1,20.1,1,1,Red Rice
33.0,65.6,53.0,0,1,Samba_BG352
27.7,71.1,77.6,1,0,Samba_BG300
32.6,83.7,34.1,0,0,Samba_BG300
28.7,67.3,65.7,1,0,Samba_BG300
28.3,76.4,21.8,1,1,Red Rice
27.1,93.3,37.3,1,1,Samba_BG300
30.7,60.7,12.8,1,0,Red Rice
28.0,61.3,50.4,1,1,White Rice
31.2,64.2,88.2,0,0,Samba_BG300
34.4,83.7,39.1,1,1,Samba_BG300
31.3,67.5,60.2,1,0,Samba_BG300
27.0,87.9,69.1,0,0,Samba_BG300
27.4,67.1,86.4,1,1,Keeri Samba
29.1,68.4,60.3,1,0,Samba_BG300
26.8,93.2,27.5,1,0,Red Rice
30.9,77.1,20.7,0,1,Red Rice
27.3,62.0,34.0,1,0,Samba_BG300
31.6,64.1,86.3,1,1,Nadu_BG366
31.7,60.6,37.1,1,1,Samba_BG300
32.0,74.4,50.4,0,1,White Rice
31.6,61.3,39.5,1,0,Samba_BG300
30.1,90.0,47.4,1,0,Samba_BG300
33.0,90.3,46.6,1,1,Red Rice
29.8,86.5,65.1,1,1,Samba_BG352
29.3,63.9,12.4,1,1,Red Rice
27.0,88.9,54.6,0,1,White Rice
30.1,70.2,47.6,1,1,Red Rice
31.2,66.1,51.1,1,0,Samba_BG300
29.7,68.0,23.3,1,1,Red Rice
33.2,60.2,46.5,1,0,Samba_BG300
33.9,76.1,66.8,1,0,Samba_BG300
30.2,64.4,86.9,1,1,Keeri Samba
25.8,61.6,11.6,0,1,Red Rice
31.1,75.0,12.2,1,0,Red Rice
26.1,81.3,55.5,1,1,White Rice
27.5,77.8,82.7,1,0,Samba_BG300
31.2,92.4,87.0,1,1,Nadu_BG366
27.8,93.6,21.4,1,1,Red Rice
34.5,88.8,66.7,1,1,Samba_BG352
28.9,75.7,68.4,1,0,Samba_BG300
27.6,71.1,17.0,1,0,Red Rice
32.1,73.8,30.7,1,0,Samba_BG300
25.1,88.4,85.9,0,0,Samba_BG300
31.1,93.0,73.1,0,1,Nadu_BG360
31.9,86.2,27.1,1,1,Red Rice
30.4,78.7,42.5,0,1,Red Rice
26.3,62.0,77.6,0,1,Nadu_BG360
26.0,70.3,17.2,1,1,Red Rice
28.7,87.0,23.6,1,0,Red Rice
25.3,68.4,12.6,1,0,Red Rice
30.8,72.0,74.8,0,0,Samba_BG300
32.5,68.3,21.5,0,0,Red Rice
30.1,75.6,87.4,1,1,Nadu_BG360
26.4,79.9,79.4,1,1,Nadu_BG366
28.7,63.2,46.6,1,0,Samba_BG300
32.2,64.4,58.0,1,1,White Rice
31.9,89.3,35.8,1,1,Samba_BG300
30.3,84.1,31.9,1,1,Samba_BG300
26.1,88.8,21.1,1,0,Red Rice
29.9,71.2,25.4,1,1,Red Rice
30.1,87.3,51.8,1,0,Samba_BG300
27.4,83.8,67.3,1,0,Samba_BG300
30.0,60.3,49.4,1,0,Samba_BG300
27.1,89.5,12.4,1,1,Red Rice
28.1,92.8,64.2,0,0,Samba_BG300
27.0,72.2,59.6,1,1,White Rice
27.9,68.4,27.1,1,1,Red Rice
25.1,77.8,21.1,1,1,Red Rice
34.5,88.0,29.3,0,1,Red Rice
28.6,69.4,44.6,0,1,Red Rice
33.4,72.6,65.0,1,0,Samba_BG300
31.4,94.8,72.2,0,1,Nadu_BG360
33.7,75.5,21.0,1,1,Red Rice
29.5,85.4,65.4,1,0,Samba_BG300
26.0,79.9,52.5,1,0,Samba_BG300
32.5,79.9,32.0,1,0,Samba_BG300
30.2,85.3,23.9,1,1,Red Rice
30.2,61.8,28.6,1,1,Red Rice
34.3,64.4,62.2,0,1,Samba_BG352
30.5,70.4,46.4,0,0,Samba_BG300
26.1,87.2,74.6,1,0,Samba_BG300
29.4,61.4,50.0,1,0,Samba_BG300
29.6,78.5,12.8,1,0,Red Rice
33.7,77.5,33.7,0,0,Samba_BG300
31.9,87.8,23.1,0,0,Red Rice
29.9,78.3,63.4,0,0,Samba_BG300
31.5,90.4,76.3,1,0,Samba_BG300
28.2,81.8,27.6,1,0,Red Rice
27.6,73.5,85.4,1,0,Samba_BG300
29.5,77.7,55.8,1,1,Samba_BG352
26.7,75.3,47.1,1,0,Samba_BG300
34.3,60.9,65.7,1,0,Samba_BG300
29.1,72.2,11.7,0,0,Red Rice
31.5,82.7,20.3,1,0,Red Rice
32.7,86.3,57.1,0,1,White Rice
25.6,80.7,76.0,1,1,Nadu_BG366
34.3,82.4,34.9,1,0,Samba_BG300
28.4,92.0,88.5,1,1,Keeri Samba
32.5,84.5,34.6,0,0,Samba_BG300
26.3,82.9,13.2,1,1,Red Rice
32.2,94.0,88.6,1,1,Nadu_BG366
32.4,77.5,55.8,0,0,Samba_BG300
33.8,68.5,54.0,0,0,Samba_BG300
27.5,82.1,12.0,1,1,Red Rice
33.4,75.3,37.4,1,0,Samba_BG300
31.8,86.4,68.2,1,0,Samba_BG300
26.8,62.0,57.0,1,1,White Rice
25.5,80.0,75.6,1,0,Samba_BG300
27.8,94.8,87.3,1,0,Samba_BG300
31.3,80.3,69.3,1,0,Samba_BG300
31.9,69.9,65.5,1,0,Samba_BG300
33.6,93.7,60.3,0,1,Samba_BG352
33.1,80.3,59.5,1,1,White Rice
33.3,62.0,69.8,1,1,White Rice
31.4,71.0,86.6,0,1,Keeri Samba
26.7,84.9,24.1,0,1,Red Rice
25.5,76.9,11.2,1,1,Red Rice
30.0,91.9,21.7,1,1,Red Rice
34.0,80.1,38.1,1,1,Samba_BG300
28.1,75.7,42.4,1,1,Red Rice
34.8,91.7,14.4,1,0,Red Rice
34.2,69.3,81.7,0,0,Samba_BG300
27.1,81.5,27.8,1,0,Red Rice
34.5,83.7,34.1,0,1,Red Rice
33.2,71.7,56.0,1,0,Samba_BG300
33.0,64.9,20.4,1,1,Red Rice
33.4,79.1,16.9,0,1,Red Rice
28.5,83.0,53.0,1,1,White Rice
31.3,69.3,13.1,1,1,Red Rice
30.1,64.9,44.0,1,1,Red Rice
31.9,83.6,88.4,1,0,Samba_BG300
26.3,91.0,32.0,0,0,Samba_BG300
34.1,73.4,60.5,1,0,Samba_BG300
25.8,80.1,17.9,1,0,Red Rice
26.7,90.6,69.0,0,1,White Rice
27.7,91.9,60.7,1,0,Samba_BG300
28.2,87.7,64.4,0,1,Samba_BG352
26.0,91.4,84.8,1,1,Nadu_BG366
26.7,61.6,56.4,1,1,White Rice
25.1,88.2,16.1,1,0,Red Rice
34.7,92.1,50.2,1,1,Samba_BG352
34.8,93.8,23.1,0,1,Red Rice
27.1,87.4,26.3,0,0,Red Rice
28.4,94.3,60.4,1,0,Samba_BG300
34.1,64.8,14.3,0,1,Red Rice
25.6,64.2,56.5,1,1,Samba_BG352
33.4,75.6,66.7,1,0,Samba_BG300
28.6,86.3,50.0,0,1,Samba_BG352
28.0,61.2,60.8,1,1,Samba_BG352
28.9,91.2,75.1,1,0,Samba_BG300
31.3,74.6,21.5,0,1,Red Rice
31.4,69.7,46.0,1,0,Samba_BG300
28.2,77.7,23.0,1,1,Red Rice
32.2,83.3,37.5,0,0,Samba_BG300
25.1,60.7,56.9,1,1,White Rice
25.1,74.8,67.4,1,0,Samba_BG300
27.7,94.4,40.6,0,1,Red Rice
27.4,82.0,76.4,1,1,Nadu_BG360
33.7,83.4,45.8,1,1,Red Rice
25.6,91.9,66.2,1,1,Samba_BG352
26.3,70.2,79.5,1,1,Nadu_BG366
30.9,77.2,25.4,1,0,Red Rice
27.5,89.1,47.1,1,1,Red Rice
31.3,79.0,20.4,1,1,Red Rice
34.3,76.1,24.5,1,0,Red Rice
26.6,74.2,84.1,1,1,Nadu_BG360
30.2,62.9,88.8,1,1,Keeri Samba
32.1,75.0,34.5,1,0,Samba_BG300
27.5,85.1,72.1,1,0,Samba_BG300
29.1,63.5,50.7,0,1,White Rice
27.2,78.7,89.7,1,0,Samba_BG300
27.4,69.8,42.9,0,0,Samba_BG300
28.7,63.6,66.2,0,1,Samba_BG352
35.0,90.0,42.6,1,1,Red Rice
32.9,81.6,13.6,1,1,Red Rice
34.0,81.8,20.7,0,0,Red Rice
34.5,74.2,71.7,1,0,Samba_BG300
31.7,84.1,37.3,0,0,Samba_BG300
32.9,67.0,74.4,1,0,Samba_BG300
34.4,66.4,55.4,1,0,Samba_BG300
30.8,82.6,11.4,1,0,Red Rice
30.0,69.0,66.1,0,1,Samba_BG352
31.0,72.0,86.3,1,1,Nadu_BG360
33.2,83.4,20.0,1,1,Red Rice
29.9,65.2,61.9,0,0,Samba_BG300
27.1,81.3,16.7,1,1,Red Rice
25.7,81.9,30.3,1,0,Samba_BG300
31.2,92.7,26.5,1,0,Red Rice
26.3,79.1,53.7,0,1,Samba_BG352
33.5,90.0,17.9,0,1,Red Rice
25.8,75.7,18.2,0,1,Red Rice
31.2,72.5,73.1,0,0,Samba_BG300
27.7,71.2,71.1,1,1,Nadu_BG360
29.2,61.6,33.1,1,1,Samba_BG300
32.0,86.6,18.5,1,0,Red Rice
26.9,76.6,38.9,1,0,Samba_BG300
28.9,89.7,49.4,1,0,Samba_BG300
28.4,61.9,54.3,1,1,Samba_BG352
32.3,92.1,82.7,1,1,Keeri Samba
26.1,68.4,85.9,1,1,Keeri Samba
29.6,70.7,12.8,1,1,Red Rice
27.9,62.9,33.9,1,0,Samba_BG300
28.8,69.0,29.5,1,1,Red Rice
32.3,62.7,63.1,0,1,White Rice
27.9,85.3,85.6,1,0,Samba_BG300
25.5,89.8,25.9,1,1,Red Rice
33.2,75.0,25.1,0,1,Red Rice
26.8,77.3,16.6,0,0,Red Rice
30.8,85.7,35.7,0,1,Red Rice
27.7,84.6,62.7,1,1,White Rice
31.7,61.8,19.1,0,0,Red Rice
33.4,90.3,58.2,1,0,Samba_BG300
26.5,70.0,40.1,1,1,Red Rice
26.9,71.0,59.6,1,1,White Rice
26.1,89.7,52.6,1,1,Samba_BG352
32.4,64.1,70.5,0,1,Nadu_BG366
29.0,94.8,24.0,1,0,Red Rice
25.5,62.2,25.0,0,0,Red Rice
32.5,94.8,63.3,1,1,White Rice
25.2,85.5,81.1,0,1,Keeri Samba
27.0,79.8,62.0,1,1,Samba_BG352
27.8,72.9,22.8,1,1,Red Rice
30.6,66.0,25.8,1,0,Red Rice
30.1,77.5,18.8,1,1,Red Rice
33.0,87.6,33.8,0,1,Red Rice
25.9,63.5,25.9,1,0,Red Rice
31.9,65.5,29.5,1,0,Red Rice
34.6,81.4,10.1,1,0,Red Rice
31.5,63.2,85.8,0,1,Nadu_BG366
29.0,61.8,49.7,0,1,Red Rice
27.4,92.6,18.4,0,1,Red Rice
28.7,73.1,22.1,1,0,Red Rice
29.1,88.3,40.3,0,0,Samba_BG300
26.2,94.5,72.5,1,0,Samba_BG300
29.9,60.1,50.1,1,1,White Rice
26.6,72.4,43.6,1,0,Samba_BG300
34.2,63.3,53.5,1,1,Samba_BG352
31.1,65.8,73.8,1,1,Keeri Samba
29.6,66.1,37.0,0,0,Samba_BG300
28.9,61.3,83.4,1,1,Keeri Samba
33.8,76.6,51.6,0,1,Samba_BG352
34.0,61.8,79.1,1,1,Nadu_BG360
34.4,83.5,63.2,1,1,White Rice
34.6,87.1,59.8,1,1,White Rice
30.4,88.1,50.7,0,1,Samba_BG352
29.4,65.0,18.2,1,1,Red Rice
29.5,65.0,41.2,1,0,Samba_BG300
34.9,84.4,33.5,1,1,Samba_BG300
32.2,70.9,72.6,1,0,Samba_BG300
31.3,65.7,55.2,1,1,White Rice
28.6,81.0,77.9,1,1,Nadu_BG366
27.7,69.7,84.7,1,0,Samba_BG300
28.1,63.0,64.8,1,0,Samba_BG300
30.5,72.6,16.5,0,0,Red Rice
28.2,83.9,79.7,0,0,Samba_BG300
32.2,78.8,50.7,0,0,Samba_BG300
26.3,74.5,71.0,1,1,Nadu_BG360
31.5,82.8,76.0,1,1,Nadu_BG360
27.7,94.3,57.7,1,0,Samba_BG300
26.8,60.4,21.9,1,1,Red Rice
34.7,78.9,46.7,1,0,Samba_BG300
27.1,89.7,82.5,1,0,Samba_BG300
29.6,80.4,38.5,0,0,Samba_BG300
25.6,92.1,59.2,0,1,White Rice
31.8,78.4,67.4,1,0,Samba_BG300
34.7,91.1,58.0,1,0,Samba_BG300
31.5,91.2,68.6,1,1,Samba_BG352
27.7,89.2,44.1,1,1,Red Rice
32.5,84.3,89.3,0,1,Nadu_BG360
28.3,75.4,78.6,1,0,Samba_BG300
33.0,80.4,86.8,1,1,Nadu_BG366
29.1,70.5,69.8,0,1,White Rice
26.9,64.4,34.9,1,1,Samba_BG300
34.2,86.7,50.4,1,0,Samba_BG300
26.4,71.8,56.9,0,0,Samba_BG300
34.5,86.8,31.5,1,1,Samba_BG300
32.3,68.8,49.3,0,1,Red Rice
30.6,79.3,19.2,0,1,Red Rice
32.1,85.0,30.2,1,1,Samba_BG300
31.0,78.9,87.5,1,0,Samba_BG300
27.9,81.1,14.0,0,1,Red Rice
28.2,91.7,25.3,1,0,Red Rice
27.3,84.0,88.6,1,1,Keeri Samba
34.5,77.0,66.2,1,0,Samba_BG300
25.7,92.7,71.3,1,1,Nadu_BG360
31.5,93.9,67.1,1,0,Samba_BG300
31.2,78.9,70.0,1,0,Samba_BG300
29.8,81.8,10.8,0,1,Red Rice
27.7,77.2,76.9,0,0,Samba_BG300
31.0,70.5,42.9,0,1,Red Rice
29.4,91.2,42.9,0,1,Red Rice
32.8,67.0,16.4,1,0,Red Rice
25.4,83.0,32.9,1,0,Samba_BG300
33.5,83.9,14.2,1,1,Red Rice
25.3,63.2,78.4,1,0,Samba_BG300
32.3,94.3,22.5,0,0,Red Rice
